# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.14400001 28648.02929688  810.02307129
0.14500001 28496.84960938  998.52966309
0.14600001 28345.84570312  812.53375244
0.14700000 28195.13085938  813.71148682
0.14800000 28044.60156250  689.47656250
0.14900000 27894.39843750  878.67358398
0.15000001 27744.49023438  816.93652344
0.15100001 27594.83984375  629.16235352
0.15200001 27445.55273438  692.86303711
0.15300001 27296.61718750  756.66229248
0.15400001 27147.95117188  631.18994141
0.15500000 26999.66210938  884.50891113
0.15600000 26851.79101562  758.83160400
0.15700001 26704.32031250  696.18164062
0.15800001 26557.13085938  633.38757324
0.15900001 26410.47460938  697.23657227
0.16000001 26264.16601562  634.27966309
0.16100001 26118.33984375  825.07843018
0.16200000 25973.01562500  762.04827881
0.16300000 25828.00390625  698.90582275
0.16400000 25683.64843750  826.37139893
0.16500001 25539.58007812  635.93554688
0.16600001 25396.19531250  890.64459229
0.16700001 25253.16796875  1018.20782471
0.16800001 25110.60156250  636.55377197
0.16900001 24968.74023438  700.37322998
0.17000000 24827.34570312  955.23211670
0.17100000 24686.52343750  827.98602295
0.17200001 24546.23828125  700.67242432
0.17300001 24406.50390625  700.71075439
0.17400001 24267.32421875  637.01727295
0.17500001 24128.75976562  891.79901123
0.17600001 23990.77929688  700.65075684
0.17700000 23853.42773438  891.64111328
0.17800000 23716.66406250  955.18865967
0.17900001 23580.48632812  764.00775146
0.18000001 23444.96484375  891.14312744
0.18100001 23310.16406250  1209.09826660
0.18200001 23175.88867188  827.03161621
0.18300001 23042.33007812  763.16204834
0.18400002 22909.38671875  699.30908203
0.18500000 22777.16601562  1080.32104492
0.18600000 22645.53515625  635.20727539
0.18700001 22514.63085938  698.40386963
0.18800001 22384.33789062  824.97479248
0.18900001 22254.94921875  697.69268799
0.19000001 22125.96093750  824.08148193
0.19100001 21997.92578125  1013.66448975
0.19200000 21870.41992188  696.46350098
0.19300000 21743.69531250  632.74151611
0.19400001 21617.72265625  632.31842041
0.19500001 21492.45312500  695.06597900
0.19600001 21367.86328125  947.13061523
0.19700001 21244.02929688  630.94769287
0.19800001 21120.95703125  630.46063232
0.19900002 20998.60546875  755.94982910
0.20000000 20876.99218750  692.38543701
0.20100001 20756.18164062  754.69476318
0.20200001 20635.98046875  691.20220947
0.20300001 20516.58789062  941.71142578
0.20400001 20398.02929688  815.41125488
0.20500001 20280.13281250  626.65612793
0.20600002 20163.07617188  688.66992188
0.20700002 20046.69335938  938.18530273
0.20800000 19931.14062500  812.29364014
0.20900001 19816.32617188  811.47857666
0.21000001 19702.31835938  997.72546387
0.21100001 19589.01757812  872.10308838
0.21200001 19476.51171875  746.72949219
0.21300001 19364.74414062  808.09082031
0.21400002 19253.78320312  683.02801514
0.21500000 19143.61523438  620.25317383
0.21600001 19034.20312500  619.56335449
0.21700001 18925.60742188  742.64086914
0.21800001 18817.67773438  803.60894775
0.21900001 18710.55859375  802.68298340
0.22000001 18604.18945312  616.72894287
0.22100002 18498.67968750  862.40850830
0.22200002 18393.88867188  738.33074951
0.22300000 18289.85546875  675.99310303
0.22400001 18186.53710938  736.55474854
0.22500001 18084.14062500  735.66284180
0.22600001 17982.39257812  857.22070312
0.22700001 17881.38867188  1100.77832031
0.22800002 17781.26562500  671.86517334
0.22900002 17681.81054688  732.02703857
0.23000000 17583.14257812  974.80944824
0.23100001 17485.27148438  851.88244629
0.23200001 17388.08398438  729.25628662
0.23300001 17291.71679688  728.32714844
0.23400001 17196.10156250  788.01141357
0.23500001 17101.16601562  786.99572754
0.23600002 17007.03125000  846.44000244
0.23700002 16913.60156250  1026.48657227
0.23800001 16820.90429688  663.33239746
0.23900001 16728.98437500  1084.03820801
0.24000001 16637.74609375  661.59997559
0.24100001 16547.28125000  720.79962158
0.24200001 16457.55664062  719.85357666
0.24300002 16368.51269531  658.99633789
0.24400002 16280.21484375  777.78729248
0.24500000 16192.62304688  776.76013184
0.24600001 16105.75683594  716.06195068
0.24700001 16019.62109375  953.48785400
0.24800001 15934.12109375  654.65338135
0.24900001 15849.33886719  891.52532959
0.25000000 15765.24609375  1009.05456543
0.25100002 15681.83593750  770.60546875
0.25200000 15599.16113281  651.18701172
0.25300002 15517.18554688  886.80725098
0.25400001 15435.86523438  649.46405029
0.25500003 15355.15527344  648.60180664
0.25600001 15275.18554688  824.40179443
0.25700000 15195.77832031  588.07659912
0.25800002 15117.13085938  704.76068115
0.25900000 15039.10839844  821.13531494
0.26000002 14961.66210938  644.32403564
0.26100001 14884.97558594  877.46936035
0.26200002 14808.81542969  701.04937744
0.26300001 14733.27636719  700.12530518
0.26400000 14658.44628906  699.20788574
0.26500002 14584.20507812  698.29180908
0.26600000 14510.54785156  639.26220703
0.26700002 14437.62207031  580.39245605
0.26800001 14365.15234375  637.59729004
0.26900002 14293.29589844  868.31781006
0.27000001 14222.10546875  635.94146729
0.27100003 14151.42382812  692.85375977
0.27200001 14081.39941406  691.96002197
0.27300000 14011.92382812  575.89007568
0.27400002 13942.94628906  632.66125488
0.27500001 13874.61621094  631.85003662
0.27600002 13806.73828125  803.13806152
0.27700001 13739.49511719  630.23065186
0.27800003 13672.81542969  686.64886475
0.27900001 13606.62988281  628.62634277
0.28000000 13540.98339844  570.75244141
0.28100002 13475.83691406  741.03631592
0.28200001 13411.26855469  683.17004395
0.28300002 13347.20703125  852.88659668
0.28400001 13283.61425781  795.02435303
0.28500003 13220.53222656  680.59307861
0.28600001 13157.96972656  679.74072266
0.28700000 13095.89257812  622.31683350
0.28800002 13034.24218750  621.53790283
0.28900000 12973.13574219  677.19769287
0.29000002 12912.50488281  563.63085938
0.29100001 12852.34765625  900.69256592
0.29200003 12792.56640625  562.23333740
0.29300001 12733.29687500  729.99993896
0.29400000 12674.50292969  729.10076904
0.29500002 12616.12890625  672.18737793
0.29600000 12558.16210938  671.35937500
0.29700002 12500.68847656  670.53698730
0.29800001 12443.56054688  669.71246338
0.29900002 12386.89550781  1003.33862305
0.30000001 12330.66601562  668.07550049
0.30100003 12274.81054688  778.46856689
0.30200002 12219.31152344  555.36773682
0.30300000 12164.33789062  832.04071045
0.30400002 12109.64648438  941.82781982
0.30500001 12055.35742188  608.67498779
0.30600002 12001.46191406  552.66735840
0.30700001 11947.92968750  662.39324951
0.30800003 11894.75488281  606.45416260
0.30900002 11841.97070312  660.78198242
0.31000000 11789.53710938  714.97650146
0.31100002 11737.43164062  549.31182861
0.31200001 11685.69042969  603.50750732
0.31300002 11634.26464844  821.96087646
0.31400001 11583.22167969  711.49938965
0.31500003 11532.46289062  710.63043213
0.31600001 11482.01953125  764.35809326
0.31700000 11431.90820312  708.89263916
0.31800002 11382.18261719  762.49243164
0.31900001 11332.69433594  598.36627197
0.32000002 11283.51074219  706.29138184
0.32100001 11234.63574219  651.15948486
0.32200003 11186.08984375  921.34234619
0.32300001 11137.75976562  541.29516602
0.32400000 11089.76464844  702.81384277
0.32500002 11042.11132812  539.95928955
0.32600001 10994.63281250  539.28674316
0.32700002 10947.38867188  754.05615234
0.32800001 10900.53417969  699.32379150
0.32900003 10853.85253906  913.35174561
0.33000001 10807.51464844  697.57104492
0.33100003 10761.31347656  589.50482178
0.33200002 10715.44628906  588.76025391
0.33300000 10669.79687500  748.37957764
0.33400002 10624.37988281  640.65014648
0.33500001 10579.19238281  586.51043701
0.33600003 10534.29003906  639.01007080
0.33700001 10489.51953125  585.00054932
0.33800003 10445.06250000  584.24462891
0.33900002 10400.78515625  583.48406982
0.34000000 10356.72265625  741.64489746
0.34100002 10312.85644531  634.85949707
0.34200001 10269.29589844  634.02636719
0.34300002 10225.81152344  580.41711426
0.34400001 10182.62792969  579.64611816
0.34500003 10139.65136719  526.24792480
0.34600002 10096.78027344  578.09118652
0.34700000 10054.16406250  577.31011963
0.34800002 10011.69726562  524.11236572
0.34900001 9969.41503906   680.41259766
0.35000002 9927.39453125   627.21282959
0.35100001 9885.48242188   574.14886475
0.35200003 9843.73632812   677.59362793
0.35300002 9802.15234375   676.64257812
0.35400000 9760.78515625   571.73797607
0.35500002 9719.57714844   726.63562012
0.35600001 9678.52636719   673.77062988
0.35700002 9637.62695312   517.54058838
0.35800001 9596.91894531   568.47351074
0.35900003 9556.34765625   619.25140381
0.36000001 9515.94726562   515.28857422
0.36100003 9475.66699219   514.52874756
0.36200002 9435.56835938   719.27343750
0.36300001 9395.62890625   615.60162354
0.36400002 9355.78906250   563.45245361
0.36500001 9316.07421875   716.03350830
0.36600003 9276.53906250   612.80822754
0.36700001 9237.17285156   815.82714844
0.36800003 9197.90820312   661.83551025
0.36900002 9158.81445312   609.97705078
0.37000000 9119.80957031   761.27612305
0.37100002 9080.89941406   658.72845459
0.37200001 9042.22363281   607.09490967
0.37300003 9003.55859375   606.11962891
0.37400001 8965.07910156   554.71429443
0.37500003 8926.73437500   553.81463623
0.37600002 8888.56835938   552.91339111
0.37700000 8850.40527344   652.36340332
0.37800002 8812.45117188   651.28424072
0.37900001 8774.57714844   550.16601562
0.38000003 8736.85742188   499.31143188
0.38100001 8699.24707031   498.46685791
0.38200003 8661.68554688   597.13665771
0.38300002 8624.25195312   695.45971680
0.38400000 8587.03125000   793.44171143
0.38500002 8549.80175781   742.55029297
0.38600001 8512.79101562   741.25128174
0.38700002 8475.81933594   493.29272461
0.38800001 8438.89843750   590.89166260
0.38900003 8402.16796875   540.67956543
0.39000002 8365.58593750   588.76995850
0.39100003 8329.03613281   538.72210693
0.39200002 8292.67382812   684.39440918
0.39300001 8256.32226562   683.12811279
0.39400002 8220.16992188   535.74963379
0.39500001 8184.03027344   631.97082520
0.39600003 8148.02587891   533.73645020
0.39700001 8112.14208984   629.58337402
0.39800003 8076.36083984   580.04431152
0.39900002 8040.66552734   868.39190674
0.40000001 8005.08935547   625.95794678
0.40100002 7969.55224609   576.67681885
0.40200001 7934.16455078   767.39239502
0.40300003 7898.89599609   622.27508545
0.40400001 7863.65234375   525.48858643
0.40500003 7828.63232422   524.44012451
0.40600002 7793.62939453   618.54144287
0.40700001 7758.71972656   522.31701660
0.40800002 7723.91064453   521.24810791
0.40900001 7689.21386719   520.17535400
0.41000003 7654.67236328   613.48376465
0.41100001 7620.17382812   565.11212158
0.41200003 7585.79150391   563.92779541
0.41300002 7551.48095703   562.73638916
0.41400003 7517.31250000   701.92913818
0.41500002 7483.19970703   513.64685059
0.41600001 7449.17724609   698.91906738
0.41700003 7415.32080078   557.92877197
0.41800001 7381.52148438   510.32150269
0.41900003 7347.78857422   509.20178223
0.42000002 7314.22460938   554.27197266
0.42100003 7280.69140625   553.04138184
0.42200002 7247.29003906   643.77679443
0.42300001 7214.00390625   596.45385742
0.42400002 7180.76513672   457.77380371
0.42500001 7147.68359375   502.41070557
0.42600003 7114.64013672   683.53912354
0.42700002 7081.75732422   500.11370850
0.42800003 7048.95556641   544.32037354
0.42900002 7016.27197266   678.82434082
0.43000001 6983.67529297   586.94299316
0.43100002 6951.15234375   630.60858154
0.43200001 6918.74853516   539.24725342
0.43300003 6886.42626953   493.13702393
0.43400002 6854.24414062   536.68731689
0.43500003 6822.17041016   580.02099609
0.43600002 6790.23437500   489.60986328
0.43700001 6758.30224609   577.22662354
0.43800002 6726.47753906   531.52630615
0.43900001 6694.81494141   530.22937012
0.44000003 6663.20800781   440.77124023
0.44100001 6631.79248047   483.65664673
0.44200003 6600.39160156   526.31524658
0.44300002 6569.10205078   612.50311279
0.44400004 6537.97460938   567.33276367
0.44500002 6506.87255859   565.90270996
0.44600001 6475.89746094   564.47161865
0.44700003 6445.10693359   519.73345947
0.44800001 6414.32714844   432.00494385
0.44900003 6383.73486328   560.17279053
0.45000002 6353.19238281   429.79348755
0.45100003 6322.75439453   643.02416992
0.45200002 6292.45947266   470.32989502
0.45300001 6262.25439453   511.75143433
0.45400003 6232.18359375   510.41586304
0.45500001 6202.15429688   424.22735596
0.45600003 6172.30029297   592.35571289
0.45700002 6142.51953125   464.19021606
0.45800003 6112.83398438   420.86865234
0.45900002 6083.29882812   461.72241211
0.46000001 6053.85449219   711.66088867
0.46100003 6024.46679688   417.49557495
0.46200001 5995.26562500   458.00833130
0.46300003 5966.14062500   456.76776123
0.46400002 5937.14013672   496.93865967
0.46500003 5908.22753906   495.58215332
0.46600002 5879.45361328   494.22689819
0.46700001 5850.72167969   451.79272461
0.46800002 5822.22656250   409.59365845
0.46900001 5793.71630859   449.30270386
0.47000003 5765.38134766   488.78906250
0.47100002 5737.16748047   528.04888916
0.47200003 5709.03466797   405.05603027
0.47300002 5681.02197266   565.48895264
0.47400004 5653.14404297   402.78652954
0.47500002 5625.34033203   522.14410400
0.47600001 5597.67285156   400.51348877
0.47700003 5570.11230469   599.06561279
0.47800002 5542.62890625   517.70928955
0.47900003 5515.28173828   555.94042969
0.48000002 5488.04394531   514.75109863
0.48100004 5461.02050781   552.76452637
0.48200002 5433.94726562   433.05844116
0.48300001 5407.01318359   510.31390381
0.48400003 5380.26855469   430.55603027
0.48500001 5353.61621094   468.33435059
0.48600003 5327.05419922   389.14132690
0.48700002 5300.62304688   426.80618286
0.48800004 5274.27832031   386.86834717
0.48900002 5248.10449219   462.88284302
0.49000001 5221.93652344   461.51477051
0.49100003 5195.98144531   498.50247192
0.49200001 5170.12158203   497.02966309
0.49300003 5144.34326172   457.43502808
0.49400002 5118.69238281   418.06921387
0.49500003 5093.10937500   606.28375244
0.49600002 5067.68896484   415.57586670
0.49700001 5042.31738281   489.65945435
0.49800003 5017.15527344   413.08749390
0.49900001 4992.04833984   449.28436279
0.50000000 4967.07714844   410.60342407
